file,speaker,label,y_true,y_pred,score,dist
16054.wav,Donald Trump,bona-fide,0,1,0.13365445,0.13465735
16067.wav,Donald Trump,bona-fide,0,1,0.06201351,0.063016415
16090.wav,Donald Trump,bona-fide,0,1,0.07683632,0.07783922
16092.wav,Donald Trump,bona-fide,0,1,0.08971582,0.090718724
16097.wav,Donald Trump,bona-fide,0,1,0.054127958,0.05513086
16108.wav,Donald Trump,bona-fide,0,1,0.06886484,0.06986774
16126.wav,Norm MacDonald,spoof,1,1,0.08298964,0.08399254
16142.wav,Donald Trump,bona-fide,0,1,0.050547995,0.0515509
16143.wav,Donald Trump,bona-fide,0,1,0.05057099,0.051573895
16154.wav,Donald Trump,bona-fide,0,1,0.062251728,0.06325463
16156.wav,Donald Trump,bona-fide,0,1,0.07249876,0.07350166
16203.wav,Donald Trump,bona-fide,0,1,0.059573032,0.060575936
16210.wav,Donald Trump,bona-fide,0,1,0.04992623,0.050929133
16212.wav,Donald Trump,bona-fide,0,1,0.0959796,0.0969825
16250.wav,Donald Trump,bona-fide,0,1,0.07159496,0.07259786
16266.wav,Donald Trump,spoof,1,1,0.10403327,0.10503617
16271.wav,Donald Trump,bona-fide,0,1,0.10263731,0.10364021
16281.wav,Donald Trump,bona-fide,0,1,0.053708084,0.054710988
16294.wav,Donald Trump,bona-fide,0,1,0.058630068,0.059632972
16305.wav,Donald Trump,bona-fide,0,1,0.09089056,0.09189346
16312.wav,Donald Trump,bona-fide,0,1,0.10238704,0.10338994
16313.wav,Donald Trump,bona-fide,0,1,0.06228185,0.063284755
16329.wav,Donald Trump,bona-fide,0,1,0.062762,0.0637649
16356.wav,Donald Trump,bona-fide,0,1,0.068700954,0.069703855
16363.wav,Donald Trump,spoof,1,1,0.075893596,0.076896496
16379.wav,Donald Trump,bona-fide,0,1,0.040985588,0.041988492
16397.wav,Donald Trump,bona-fide,0,1,0.1355221,0.136525
16416.wav,Donald Trump,bona-fide,0,1,0.07889883,0.07990173
16421.wav,Donald Trump,bona-fide,0,1,0.05688156,0.057884462
16423.wav,Donald Trump,bona-fide,0,1,0.095140114,0.096143015
16469.wav,Donald Trump,bona-fide,0,1,0.066667244,0.067670144
16470.wav,Donald Trump,bona-fide,0,1,0.0657116,0.0667145
16485.wav,Donald Trump,bona-fide,0,1,0.041142378,0.042145282
16494.wav,Donald Trump,spoof,1,1,0.037423935,0.03842684
16497.wav,Norm MacDonald,spoof,1,1,0.098414175,0.099417076
16509.wav,Donald Trump,bona-fide,0,1,0.044360623,0.045363527
16529.wav,Donald Trump,bona-fide,0,1,0.07278198,0.07378488
16535.wav,Donald Trump,bona-fide,0,1,0.08556103,0.08656393
16541.wav,Donald Trump,bona-fide,0,1,0.095912725,0.096915625
16544.wav,Donald Trump,bona-fide,0,1,0.06045666,0.061459564
16554.wav,Donald Trump,bona-fide,0,1,0.036043487,0.03704639
16564.wav,Donald Trump,bona-fide,0,1,0.042858362,0.043861266
16568.wav,Donald Trump,bona-fide,0,1,0.08694556,0.087948464
16583.wav,Donald Trump,bona-fide,0,1,0.065807156,0.06681006
16584.wav,Donald Trump,bona-fide,0,1,0.116234645,0.117237546
16595.wav,Donald Trump,bona-fide,0,1,0.050270144,0.051273048
16601.wav,Donald Trump,bona-fide,0,1,0.058413476,0.05941638
16603.wav,Donald Trump,bona-fide,0,1,0.044381976,0.04538488
16611.wav,Donald Trump,bona-fide,0,1,0.070072055,0.071074955
16618.wav,Donald Trump,bona-fide,0,1,0.05406771,0.055070613
16638.wav,Donald Trump,bona-fide,0,1,0.09180631,0.09280921
16640.wav,Donald Trump,spoof,1,1,0.039014272,0.040017176
16654.wav,Donald Trump,bona-fide,0,1,0.0811993,0.0822022
16665.wav,Norm MacDonald,spoof,1,1,0.10511083,0.10611373
16670.wav,Donald Trump,bona-fide,0,1,0.04743311,0.048436016
16677.wav,Donald Trump,bona-fide,0,1,0.058049597,0.0590525
16691.wav,Donald Trump,spoof,1,1,0.21281351,0.21381642
16697.wav,Donald Trump,bona-fide,0,1,0.09167578,0.09267868
16747.wav,Donald Trump,bona-fide,0,1,0.078340106,0.079343006
16763.wav,Donald Trump,bona-fide,0,1,0.051564243,0.052567147
16784.wav,Donald Trump,bona-fide,0,1,0.059614524,0.06061743
16785.wav,Donald Trump,bona-fide,0,1,0.03672551,0.037728414
16790.wav,Donald Trump,bona-fide,0,1,0.037308067,0.03831097
16796.wav,Donald Trump,bona-fide,0,1,0.069723606,0.07072651
16801.wav,Donald Trump,bona-fide,0,1,0.043154746,0.04415765
16805.wav,Norm MacDonald,bona-fide,0,1,0.06948706,0.07048996
16814.wav,Donald Trump,bona-fide,0,1,0.04774828,0.048751183
16816.wav,Donald Trump,bona-fide,0,1,0.043862317,0.04486522
16824.wav,Donald Trump,bona-fide,0,1,0.10152904,0.10253194
16846.wav,Donald Trump,spoof,1,1,0.04789393,0.048896834
16847.wav,Donald Trump,bona-fide,0,1,0.06961111,0.07061401
16849.wav,Donald Trump,bona-fide,0,1,0.046193168,0.04719607
16860.wav,Donald Trump,bona-fide,0,1,0.06164505,0.06264795
16879.wav,Donald Trump,bona-fide,0,1,0.04670318,0.047706082
16882.wav,Donald Trump,bona-fide,0,1,0.069783196,0.070786096
16910.wav,Donald Trump,bona-fide,0,1,0.048006423,0.049009327
16920.wav,Donald Trump,bona-fide,0,1,0.051676773,0.052679677
16922.wav,Donald Trump,bona-fide,0,1,0.072032504,0.073035404
16932.wav,Donald Trump,bona-fide,0,1,0.08239973,0.08340263
16949.wav,Donald Trump,bona-fide,0,1,0.085510895,0.086513795
16965.wav,Donald Trump,bona-fide,0,1,0.100800134,0.101803035
16977.wav,Donald Trump,spoof,1,1,0.09098586,0.09198876
17009.wav,Donald Trump,bona-fide,0,1,0.061062437,0.06206534
17023.wav,Donald Trump,bona-fide,0,1,0.0606451,0.061648004
17038.wav,Donald Trump,bona-fide,0,1,0.14016183,0.14116473
17044.wav,Donald Trump,bona-fide,0,1,0.09760266,0.09860556
17050.wav,Donald Trump,bona-fide,0,1,0.06381902,0.06482192
17063.wav,Donald Trump,bona-fide,0,1,0.10556423,0.10656713
17078.wav,Donald Trump,bona-fide,0,1,0.07225758,0.07326048
17079.wav,Donald Trump,bona-fide,0,1,0.06930624,0.07030914
17085.wav,Donald Trump,bona-fide,0,1,0.07329427,0.07429717
17087.wav,Donald Trump,bona-fide,0,1,0.052993625,0.05399653
17089.wav,Donald Trump,spoof,1,1,0.08040023,0.08140313
17093.wav,Donald Trump,bona-fide,0,1,0.0692275,0.0702304
17101.wav,Donald Trump,bona-fide,0,1,0.04745374,0.048456643
17108.wav,Donald Trump,bona-fide,0,1,0.06759518,0.06859808
17110.wav,Donald Trump,bona-fide,0,1,0.070673846,0.071676746
17118.wav,Donald Trump,bona-fide,0,1,0.055612907,0.05661581
17125.wav,Donald Trump,bona-fide,0,1,0.09621423,0.09721713
17130.wav,Donald Trump,bona-fide,0,1,0.03809594,0.039098844
17133.wav,Donald Trump,bona-fide,0,1,0.051937573,0.052940477
17135.wav,Donald Trump,bona-fide,0,1,0.07475882,0.07576172
17147.wav,Donald Trump,bona-fide,0,1,0.091946095,0.092948996
17150.wav,Donald Trump,bona-fide,0,1,0.048453476,0.04945638
17183.wav,Donald Trump,bona-fide,0,1,0.07284381,0.07384671
17195.wav,Donald Trump,bona-fide,0,1,0.07051413,0.07151703
17204.wav,Donald Trump,bona-fide,0,1,0.057939947,0.05894285
17207.wav,Donald Trump,bona-fide,0,1,0.04851893,0.049521834
17222.wav,Donald Trump,bona-fide,0,1,0.07434005,0.07534295
17223.wav,Donald Trump,bona-fide,0,1,0.06579062,0.066793524
17230.wav,Donald Trump,bona-fide,0,1,0.08159823,0.08260113
17241.wav,Donald Trump,bona-fide,0,1,0.11710511,0.11810801
17245.wav,Donald Trump,bona-fide,0,1,0.09601812,0.09702102
17246.wav,Donald Trump,bona-fide,0,1,0.04918237,0.050185274
17254.wav,Donald Trump,bona-fide,0,1,0.04023654,0.041239444
17264.wav,Donald Trump,bona-fide,0,1,0.038682453,0.039685357
17266.wav,Donald Trump,bona-fide,0,1,0.10055392,0.10155682
17277.wav,Donald Trump,bona-fide,0,1,0.08903748,0.09004038
17284.wav,Norm MacDonald,spoof,1,1,0.08305585,0.08405875
17290.wav,Donald Trump,bona-fide,0,1,0.03933941,0.040342312
17292.wav,Donald Trump,bona-fide,0,1,0.056339953,0.057342857
17297.wav,Donald Trump,bona-fide,0,1,0.05488302,0.055885926
17313.wav,Donald Trump,bona-fide,0,1,0.06262709,0.06362999
17324.wav,Donald Trump,bona-fide,0,1,0.091519795,0.092522696
17334.wav,Donald Trump,bona-fide,0,1,0.10615596,0.10715886
17340.wav,Donald Trump,bona-fide,0,1,0.061235316,0.06223822
17345.wav,Donald Trump,bona-fide,0,1,0.09400437,0.09500727
17365.wav,Donald Trump,bona-fide,0,1,0.061957736,0.06296064
17375.wav,Donald Trump,spoof,1,1,0.20080832,0.20181122
17383.wav,Donald Trump,bona-fide,0,1,0.07259064,0.07359354
17385.wav,Donald Trump,bona-fide,0,1,0.042525835,0.04352874
17408.wav,Donald Trump,bona-fide,0,1,0.08636118,0.08736408
17415.wav,Donald Trump,bona-fide,0,1,0.0498011,0.050804004
17433.wav,Donald Trump,bona-fide,0,1,0.11028807,0.11129097
17438.wav,Donald Trump,bona-fide,0,1,0.10233602,0.10333892
17454.wav,Donald Trump,bona-fide,0,1,0.053119205,0.05412211
17455.wav,Donald Trump,bona-fide,0,1,0.03696174,0.037964646
17464.wav,Donald Trump,bona-fide,0,1,0.08513134,0.08613424
17478.wav,Donald Trump,bona-fide,0,1,0.07011157,0.07111447
17485.wav,Donald Trump,bona-fide,0,1,0.07316974,0.07417264
17512.wav,Donald Trump,bona-fide,0,1,0.06003421,0.061037116
17520.wav,Donald Trump,bona-fide,0,1,0.05114134,0.052144244
17526.wav,Donald Trump,bona-fide,0,1,0.06706771,0.06807061
17541.wav,Donald Trump,bona-fide,0,1,0.050328523,0.051331427
17544.wav,Donald Trump,bona-fide,0,1,0.10985676,0.11085966
17545.wav,Donald Trump,bona-fide,0,1,0.059033126,0.06003603
17565.wav,Donald Trump,bona-fide,0,1,0.09201355,0.09301645
17595.wav,Donald Trump,bona-fide,0,1,0.043193426,0.04419633
17597.wav,Donald Trump,bona-fide,0,1,0.080799215,0.081802115
17605.wav,Donald Trump,bona-fide,0,1,0.1020374,0.1030403
17633.wav,Donald Trump,bona-fide,0,1,0.07961358,0.08061648
17637.wav,Donald Trump,bona-fide,0,1,0.05216819,0.053171095
17642.wav,Donald Trump,bona-fide,0,1,0.072165705,0.073168606
17644.wav,Donald Trump,bona-fide,0,1,0.050440107,0.05144301
17673.wav,Donald Trump,bona-fide,0,1,0.07183416,0.07283706
17681.wav,Donald Trump,bona-fide,0,1,0.046025135,0.04702804
17684.wav,Donald Trump,bona-fide,0,1,0.057332702,0.058335606
17689.wav,Donald Trump,bona-fide,0,1,0.059170395,0.0601733
17690.wav,Donald Trump,bona-fide,0,1,0.1285779,0.12958081
17699.wav,Donald Trump,bona-fide,0,1,0.087556906,0.08855981
17702.wav,Donald Trump,spoof,1,1,0.09470182,0.09570472
17709.wav,Donald Trump,bona-fide,0,1,0.073257126,0.074260026
17710.wav,Donald Trump,bona-fide,0,1,0.06261881,0.06362171
17716.wav,Donald Trump,bona-fide,0,1,0.08712123,0.08812413
17734.wav,Donald Trump,bona-fide,0,1,0.07407007,0.075072974
17740.wav,Donald Trump,spoof,1,1,0.12083075,0.12183365
17761.wav,Donald Trump,bona-fide,0,1,0.06705526,0.06805816
17764.wav,Donald Trump,bona-fide,0,1,0.07495233,0.07595523
17768.wav,Donald Trump,bona-fide,0,1,0.055056997,0.0560599
17773.wav,Donald Trump,bona-fide,0,1,0.050237358,0.05124026
17775.wav,Donald Trump,bona-fide,0,1,0.05156587,0.052568775
17782.wav,Donald Trump,bona-fide,0,1,0.065778784,0.066781685
17796.wav,Donald Trump,bona-fide,0,1,0.053132325,0.05413523
17798.wav,Donald Trump,spoof,1,1,0.07135546,0.07235836
17814.wav,Donald Trump,bona-fide,0,1,0.09087697,0.09187987
17818.wav,Donald Trump,bona-fide,0,1,0.07741366,0.07841656
17848.wav,Donald Trump,bona-fide,0,1,0.097309224,0.098312125
17851.wav,Donald Trump,bona-fide,0,1,0.10892378,0.10992668
17852.wav,Norm MacDonald,bona-fide,0,1,0.14745991,0.14846282
17857.wav,Donald Trump,bona-fide,0,1,0.07863504,0.07963794
17864.wav,Donald Trump,bona-fide,0,1,0.051659606,0.05266251
17866.wav,Donald Trump,bona-fide,0,1,0.05168245,0.052685354
17872.wav,Donald Trump,bona-fide,0,1,0.12783708,0.12883998
17882.wav,Donald Trump,bona-fide,0,1,0.06293116,0.06393406
17929.wav,Donald Trump,bona-fide,0,1,0.086909376,0.08791228
17933.wav,Donald Trump,bona-fide,0,1,0.10805885,0.10906175
17939.wav,Donald Trump,bona-fide,0,1,0.038885523,0.039888427
17943.wav,Donald Trump,bona-fide,0,1,0.036965355,0.03796826
17950.wav,Donald Trump,spoof,1,1,0.039168224,0.040171128
17952.wav,Donald Trump,bona-fide,0,1,0.059822258,0.06082516
17974.wav,Donald Trump,bona-fide,0,1,0.06326478,0.06426768
17990.wav,Donald Trump,bona-fide,0,1,0.06557234,0.06657524
17998.wav,Donald Trump,bona-fide,0,1,0.10495449,0.10595739
18013.wav,Norm MacDonald,spoof,1,1,0.07682381,0.07782671
18026.wav,Donald Trump,bona-fide,0,1,0.05702581,0.058028713
18042.wav,Donald Trump,spoof,1,1,0.16240436,0.16340727
18052.wav,Donald Trump,bona-fide,0,1,0.078750975,0.079753876
18055.wav,Donald Trump,bona-fide,0,1,0.055634584,0.05663749
18070.wav,Norm MacDonald,bona-fide,0,1,0.06537156,0.06637446
18074.wav,Donald Trump,bona-fide,0,1,0.08267799,0.08368089
18077.wav,Donald Trump,bona-fide,0,1,0.105444655,0.106447555
18082.wav,Donald Trump,bona-fide,0,1,0.060073603,0.061076507
18089.wav,Donald Trump,bona-fide,0,1,0.05548919,0.056492094
18090.wav,Donald Trump,bona-fide,0,1,0.054855347,0.05585825
18096.wav,Donald Trump,bona-fide,0,1,0.08256167,0.08356457
18100.wav,Donald Trump,spoof,1,1,0.09474947,0.09575237
18105.wav,Donald Trump,bona-fide,0,1,0.08531706,0.08631996
18125.wav,Donald Trump,bona-fide,0,1,0.034955613,0.035958517
18126.wav,Donald Trump,bona-fide,0,1,0.082162425,0.083165325
18144.wav,Donald Trump,bona-fide,0,1,0.04897021,0.049973115
18152.wav,Donald Trump,bona-fide,0,1,0.08907003,0.09007293
18157.wav,Norm MacDonald,bona-fide,0,1,0.09218195,0.09318485
18164.wav,Donald Trump,bona-fide,0,1,0.087437,0.0884399
18166.wav,Donald Trump,bona-fide,0,1,0.122893386,0.123896286
18180.wav,Donald Trump,bona-fide,0,1,0.10618429,0.10718719
18194.wav,Donald Trump,bona-fide,0,1,0.05523996,0.056242865
18208.wav,Donald Trump,bona-fide,0,1,0.09995968,0.10096258
18212.wav,Donald Trump,bona-fide,0,1,0.09506996,0.09607286
18221.wav,Donald Trump,bona-fide,0,1,0.084301695,0.085304596
18223.wav,Donald Trump,bona-fide,0,1,0.13651197,0.13751487
18229.wav,Donald Trump,bona-fide,0,1,0.053538166,0.05454107
18241.wav,Donald Trump,bona-fide,0,1,0.059736606,0.06073951
18259.wav,Donald Trump,bona-fide,0,1,0.064473085,0.065475985
18285.wav,Donald Trump,bona-fide,0,1,0.04525793,0.046260834
18286.wav,Donald Trump,bona-fide,0,1,0.051917594,0.052920498
18294.wav,Donald Trump,bona-fide,0,1,0.05391877,0.054921675
18297.wav,Donald Trump,spoof,1,1,0.30023503,0.30123794
18314.wav,Donald Trump,bona-fide,0,1,0.07239937,0.07340227
18346.wav,Donald Trump,bona-fide,0,1,0.100569926,0.10157283
18353.wav,Donald Trump,bona-fide,0,1,0.051377364,0.052380268
18355.wav,Donald Trump,bona-fide,0,1,0.09377717,0.09478007
18365.wav,Donald Trump,bona-fide,0,1,0.053302605,0.05430551
18407.wav,Donald Trump,bona-fide,0,1,0.04314685,0.044149753
18408.wav,Donald Trump,bona-fide,0,1,0.07843795,0.07944085
18428.wav,Donald Trump,bona-fide,0,1,0.06466896,0.06567186
18432.wav,Donald Trump,bona-fide,0,1,0.036008313,0.037011217
18440.wav,Donald Trump,bona-fide,0,1,0.059631944,0.060634848
18451.wav,Donald Trump,bona-fide,0,1,0.073602766,0.074605666
18464.wav,Donald Trump,bona-fide,0,1,0.08465737,0.08566027
18469.wav,Donald Trump,bona-fide,0,1,0.11658556,0.11758846
18470.wav,Donald Trump,bona-fide,0,1,0.05952865,0.060531553
18472.wav,Donald Trump,spoof,1,1,0.07016591,0.07116881
18485.wav,Donald Trump,bona-fide,0,1,0.06757083,0.06857373
18486.wav,Donald Trump,bona-fide,0,1,0.042467065,0.04346997
18493.wav,Donald Trump,bona-fide,0,1,0.04151534,0.042518243
18497.wav,Donald Trump,bona-fide,0,1,0.053998478,0.05500138
18498.wav,Donald Trump,bona-fide,0,1,0.06736125,0.06836415
18502.wav,Donald Trump,bona-fide,0,1,0.042933915,0.04393682
18510.wav,Donald Trump,bona-fide,0,1,0.056340158,0.057343062
18542.wav,Donald Trump,bona-fide,0,1,0.12036441,0.12136731
18551.wav,Donald Trump,bona-fide,0,1,0.10198535,0.10298825
18564.wav,Donald Trump,bona-fide,0,1,0.037790783,0.038793687
18565.wav,Donald Trump,bona-fide,0,1,0.12594654,0.12694944
18571.wav,Donald Trump,bona-fide,0,1,0.12263762,0.12364052
18574.wav,Donald Trump,bona-fide,0,1,0.05909848,0.060101382
18594.wav,Donald Trump,bona-fide,0,1,0.07441929,0.07542219
18601.wav,Donald Trump,bona-fide,0,1,0.049864635,0.05086754
18608.wav,Donald Trump,bona-fide,0,1,0.045682847,0.04668575
18619.wav,Donald Trump,bona-fide,0,1,0.09840245,0.09940535
18623.wav,Donald Trump,bona-fide,0,1,0.046387408,0.047390312
18626.wav,Donald Trump,bona-fide,0,1,0.08747784,0.08848074
18631.wav,Donald Trump,bona-fide,0,1,0.05054875,0.051551655
18636.wav,Norm MacDonald,spoof,1,1,0.09380959,0.09481249
18652.wav,Donald Trump,bona-fide,0,1,0.12314208,0.12414498
18655.wav,Donald Trump,bona-fide,0,1,0.047635324,0.04863823
18662.wav,Donald Trump,bona-fide,0,1,0.06564165,0.06664455
18678.wav,Donald Trump,bona-fide,0,1,0.08808023,0.08908313
18687.wav,Donald Trump,bona-fide,0,1,0.049887996,0.0508909
18701.wav,Donald Trump,bona-fide,0,1,0.05864929,0.059652194
18707.wav,Donald Trump,bona-fide,0,1,0.07640151,0.07740441
18722.wav,Donald Trump,bona-fide,0,1,0.093852445,0.094855346
18728.wav,Donald Trump,bona-fide,0,1,0.084055275,0.085058175
18733.wav,Donald Trump,bona-fide,0,1,0.11306574,0.11406864
18734.wav,Donald Trump,bona-fide,0,1,0.050583515,0.05158642
18739.wav,Donald Trump,bona-fide,0,1,0.053635314,0.054638218
18746.wav,Donald Trump,bona-fide,0,1,0.041118354,0.042121258
18747.wav,Donald Trump,bona-fide,0,1,0.07295978,0.07396268
18751.wav,Donald Trump,bona-fide,0,1,0.08160407,0.08260697
18753.wav,Donald Trump,bona-fide,0,1,0.06413827,0.06514117
18758.wav,Donald Trump,bona-fide,0,1,0.049566533,0.050569437
18762.wav,Donald Trump,bona-fide,0,1,0.090121135,0.091124035
18780.wav,Donald Trump,bona-fide,0,1,0.048541624,0.049544528
18783.wav,Donald Trump,bona-fide,0,1,0.04783969,0.048842594
18790.wav,Donald Trump,bona-fide,0,1,0.056192838,0.05719574
18792.wav,Donald Trump,bona-fide,0,1,0.08463209,0.08563499
18795.wav,Donald Trump,bona-fide,0,1,0.04153726,0.042540163
18803.wav,Donald Trump,bona-fide,0,1,0.0633344,0.0643373
18808.wav,Donald Trump,bona-fide,0,1,0.03706671,0.038069613
18820.wav,Donald Trump,bona-fide,0,1,0.06963011,0.07063301
18822.wav,Donald Trump,bona-fide,0,1,0.10582701,0.10682991
18828.wav,Donald Trump,bona-fide,0,1,0.10082621,0.10182911
18829.wav,Donald Trump,bona-fide,0,1,0.10345851,0.10446141
18840.wav,Donald Trump,bona-fide,0,1,0.07881824,0.07982114
18842.wav,Donald Trump,bona-fide,0,1,0.041255545,0.04225845
18843.wav,Donald Trump,bona-fide,0,1,0.064695,0.0656979
18847.wav,Norm MacDonald,bona-fide,0,1,0.116737485,0.117740385
18868.wav,Donald Trump,bona-fide,0,1,0.06504551,0.06604841
18884.wav,Donald Trump,bona-fide,0,1,0.045936856,0.04693976
18899.wav,Donald Trump,bona-fide,0,1,0.12314712,0.12415002
18904.wav,Donald Trump,bona-fide,0,1,0.08829059,0.08929349
18910.wav,Donald Trump,bona-fide,0,1,0.047802918,0.04880582
18912.wav,Donald Trump,bona-fide,0,1,0.04694902,0.047951926
18913.wav,Donald Trump,bona-fide,0,1,0.08423215,0.08523505
18916.wav,Donald Trump,bona-fide,0,1,0.04772653,0.048729435
18939.wav,Donald Trump,bona-fide,0,1,0.08003709,0.08103999
18947.wav,Donald Trump,bona-fide,0,1,0.055534177,0.05653708
18959.wav,Donald Trump,bona-fide,0,1,0.08084573,0.08184863
18971.wav,Donald Trump,bona-fide,0,1,0.065263554,0.066266455
18982.wav,Donald Trump,spoof,1,1,0.09280885,0.09381175
18984.wav,Donald Trump,bona-fide,0,1,0.047104172,0.048107076
18985.wav,Donald Trump,bona-fide,0,1,0.06731866,0.06832156
19014.wav,Norm MacDonald,spoof,1,1,0.115725435,0.116728336
19020.wav,Donald Trump,bona-fide,0,1,0.059508085,0.06051099
19029.wav,Donald Trump,bona-fide,0,1,0.10475244,0.10575534
19038.wav,Donald Trump,bona-fide,0,1,0.09391591,0.09491881
19056.wav,Donald Trump,bona-fide,0,1,0.071331695,0.072334595
19074.wav,Donald Trump,bona-fide,0,1,0.048093498,0.0490964
19084.wav,Donald Trump,bona-fide,0,1,0.07198308,0.07298598
19088.wav,Norm MacDonald,spoof,1,1,0.094754994,0.095757894
19091.wav,Donald Trump,bona-fide,0,1,0.046470094,0.047473
19101.wav,Donald Trump,bona-fide,0,1,0.1359635,0.1369664
19103.wav,Donald Trump,bona-fide,0,1,0.072857976,0.073860876
19115.wav,Donald Trump,bona-fide,0,1,0.13608763,0.13709053
19116.wav,Donald Trump,bona-fide,0,1,0.1077393,0.1087422
19123.wav,Donald Trump,bona-fide,0,1,0.037386704,0.03838961
19134.wav,Donald Trump,bona-fide,0,1,0.06717466,0.06817756
19136.wav,Donald Trump,bona-fide,0,1,0.07542802,0.07643092
19138.wav,Norm MacDonald,spoof,1,1,0.07041737,0.07142027
19140.wav,Donald Trump,bona-fide,0,1,0.055591553,0.056594457
19143.wav,Donald Trump,bona-fide,0,1,0.047099527,0.04810243
19144.wav,Donald Trump,bona-fide,0,1,0.060139474,0.061142378
19146.wav,Donald Trump,bona-fide,0,1,0.06380885,0.06481175
19152.wav,Norm MacDonald,spoof,1,1,0.094465725,0.095468625
19153.wav,Donald Trump,bona-fide,0,1,0.048445135,0.04944804
19161.wav,Donald Trump,bona-fide,0,1,0.09645913,0.09746203
19170.wav,Donald Trump,bona-fide,0,1,0.043887563,0.044890467
19175.wav,Donald Trump,bona-fide,0,1,0.067013815,0.068016715
19189.wav,Donald Trump,bona-fide,0,1,0.08825734,0.08926024
19195.wav,Donald Trump,bona-fide,0,1,0.0707213,0.0717242
19223.wav,Donald Trump,bona-fide,0,1,0.052151583,0.053154487
19231.wav,Donald Trump,bona-fide,0,1,0.06446448,0.06546738
19260.wav,Donald Trump,bona-fide,0,1,0.09668768,0.09769058
19267.wav,Donald Trump,bona-fide,0,1,0.07078225,0.07178515
19283.wav,Donald Trump,spoof,1,1,0.055099364,0.05610227
19293.wav,Donald Trump,bona-fide,0,1,0.050696507,0.05169941
19294.wav,Donald Trump,bona-fide,0,1,0.075220264,0.076223165
19302.wav,Donald Trump,bona-fide,0,1,0.031434216,0.03243712
19304.wav,Norm MacDonald,spoof,1,1,0.100950174,0.101953074
19328.wav,Donald Trump,bona-fide,0,1,0.0933958,0.0943987
19342.wav,Donald Trump,bona-fide,0,1,0.071623825,0.072626725
19353.wav,Donald Trump,bona-fide,0,1,0.08996009,0.09096299
19357.wav,Donald Trump,bona-fide,0,1,0.052593026,0.05359593
19376.wav,Donald Trump,bona-fide,0,1,0.054709844,0.05571275
19386.wav,Donald Trump,bona-fide,0,1,0.04845321,0.049456116
19397.wav,Donald Trump,bona-fide,0,1,0.046231415,0.04723432
19403.wav,Donald Trump,bona-fide,0,1,0.1256009,0.12660381
19404.wav,Donald Trump,bona-fide,0,1,0.10058974,0.10159264
19413.wav,Donald Trump,bona-fide,0,1,0.11359037,0.11459327
19418.wav,Donald Trump,bona-fide,0,1,0.052497238,0.053500142
19459.wav,Donald Trump,bona-fide,0,1,0.06177899,0.06278189
19486.wav,Donald Trump,bona-fide,0,1,0.05312215,0.054125056
19502.wav,Donald Trump,bona-fide,0,1,0.05146518,0.052468084
19507.wav,Donald Trump,bona-fide,0,1,0.06916581,0.07016871
19512.wav,Donald Trump,bona-fide,0,1,0.095514365,0.096517265
19517.wav,Donald Trump,bona-fide,0,1,0.070345804,0.071348704
19530.wav,Donald Trump,bona-fide,0,1,0.03459274,0.035595644
19531.wav,Donald Trump,bona-fide,0,1,0.07669133,0.07769423
19532.wav,Donald Trump,bona-fide,0,1,0.05142951,0.052432414
19539.wav,Donald Trump,bona-fide,0,1,0.08471711,0.08572001
19547.wav,Donald Trump,bona-fide,0,1,0.06022078,0.061223686
19549.wav,Donald Trump,bona-fide,0,1,0.07591036,0.07691326
19550.wav,Donald Trump,bona-fide,0,1,0.054755908,0.05575881
19556.wav,Donald Trump,bona-fide,0,1,0.06405411,0.06505701
19559.wav,Donald Trump,bona-fide,0,1,0.07043924,0.07144214
19560.wav,Norm MacDonald,spoof,1,1,0.10678045,0.10778335
19571.wav,Donald Trump,bona-fide,0,1,0.10916084,0.11016374
19574.wav,Donald Trump,bona-fide,0,1,0.09970281,0.10070571
19581.wav,Donald Trump,bona-fide,0,1,0.04673398,0.047736883
19582.wav,Donald Trump,bona-fide,0,1,0.05674621,0.057749115
19585.wav,Donald Trump,bona-fide,0,1,0.06816128,0.06916418
19590.wav,Donald Trump,bona-fide,0,1,0.05164565,0.052648555
19600.wav,Donald Trump,bona-fide,0,1,0.10297214,0.10397504
19615.wav,Donald Trump,bona-fide,0,1,0.041455418,0.042458322
19622.wav,Donald Trump,bona-fide,0,1,0.051635887,0.05263879
19623.wav,Donald Trump,bona-fide,0,1,0.0685189,0.0695218
19626.wav,Donald Trump,bona-fide,0,1,0.096008725,0.097011626
19630.wav,Donald Trump,spoof,1,1,0.045834303,0.046837207
19637.wav,Donald Trump,bona-fide,0,1,0.056108996,0.0571119
19658.wav,Donald Trump,bona-fide,0,1,0.07108061,0.07208351
19664.wav,Donald Trump,bona-fide,0,1,0.047193523,0.048196428
19665.wav,Donald Trump,bona-fide,0,1,0.04950827,0.050511174
19678.wav,Donald Trump,bona-fide,0,1,0.06696988,0.06797278
19684.wav,Donald Trump,bona-fide,0,1,0.04603085,0.047033753
19699.wav,Donald Trump,bona-fide,0,1,0.05467056,0.055673465
19712.wav,Donald Trump,bona-fide,0,1,0.051142197,0.0521451
19725.wav,Donald Trump,bona-fide,0,1,0.091337025,0.092339925
19738.wav,Donald Trump,bona-fide,0,1,0.06704896,0.06805186
19741.wav,Donald Trump,bona-fide,0,1,0.06130717,0.062310074
19758.wav,Donald Trump,bona-fide,0,1,0.051692132,0.052695036
19759.wav,Donald Trump,bona-fide,0,1,0.05445508,0.055457983
